gene,tmp_id,coefficient,pvalue_coef,intercept,pvalue_corrected
ENSG00000118298,chr1_150263916,-0.225935261948618,9.543135556738702e-09,3.705169888241628,4.653891264771246e-06
ENSG00000197140,chr8_39118062,0.5598455497581876,9.683628355073793e-09,-7.134789477497419,4.653891264771246e-06
ENSG00000159708,chr16_67350158,0.3657985596939319,1.1063494574692336e-08,-4.66172199257373,5.066075853342334e-06
ENSG00000114770,chr3_183947465,0.9663299356911028,1.1393090630016349e-08,-12.448993011330243,5.066075853342334e-06
ENSG00000112541,chr6_165396475,-0.5437082885080219,1.1776341968782118e-08,5.1563262860612005,5.066075853342334e-06
ENSG00000010030,chr6_36391906,-0.4564414906277949,1.209006980883656e-08,5.651402617208614,5.066075853342334e-06
ENSG00000174607,chr4_114665817,-0.2772434738200226,1.2610528475696168e-08,3.764042084914452,5.066075853342334e-06
ENSG00000173409,chr1_230995821,1.1746773182891594,1.2760413547594696e-08,-10.519442796566274,5.066075853342334e-06
ENSG00000138496,chr3_122540892,-0.2628154910332382,1.2847191513125109e-08,4.5323882046307045,5.066075853342334e-06
ENSG00000008405,chr12_107005085,-0.5781591894677206,1.4644443253194644e-08,6.929507802245075,5.630422319772011e-06
ENSG00000137628,chr4_168268975,-0.5725602748032759,1.5589656835079313e-08,9.053370695839767,5.847642255284994e-06
ENSG00000168615,chr8_39082625,-0.432167124304793,1.7848732036216707e-08,5.217097754240022,6.535610713928018e-06
ENSG00000156299,chr21_31225657,-0.2881748944774555,1.960516700432685e-08,3.957695722450227,6.956743440137302e-06
ENSG00000137563,chr8_63035627,0.3279319696834106,1.9903551034920432e-08,-4.681821272952166,6.956743440137302e-06
ENSG00000078304,chr14_101809869,-0.566018850542591,2.667313126347354e-08,6.049063589293924,8.838558068676883e-06
ENSG00000149292,chr11_113360052,-0.1868352949238828,2.6787245924303765e-08,1.5705398625325395,8.838558068676883e-06
ENSG00000154473,chr10_123157712,-1.4437096804483365,2.7172023217555e-08,12.926751108625504,8.838558068676883e-06
ENSG00000141646,chr18_51058486,-0.2053047763586507,2.758637019939465e-08,3.258118148871949,8.838558068676883e-06
ENSG00000134109,chr3_5208278,-0.4038531048752515,4.046389076292494e-08,4.837946557688245,1.2699881143735157e-05
ENSG00000124172,chr20_59028741,0.5968804274856738,4.540253085074368e-08,-6.133536292314566,1.396491043907174e-05
ENSG00000065809,chr10_14530300,-0.9359870083918944,4.9843230159819486e-08,9.135830518757766,1.5030177188781644e-05
ENSG00000185088,chr15_63155734,-0.3879914792141021,5.5155697184613154e-08,4.721254889484378,1.631229744234934e-05
ENSG00000151413,chr14_31673339,0.2321450476089175,6.153528355038194e-08,-2.770098353529666,1.7855681617383468e-05
ENSG00000115657,chr2_219217644,0.3993940185357645,6.501407217822011e-08,-5.925815338496478,1.851576696349717e-05
ENSG00000115165,chr2_157418600,-0.2142658628621548,7.619492327455002e-08,3.520563884032012,2.130548590980554e-05
ENSG00000111727,chr12_104067934,-0.445313982582891,8.127325258278338e-08,4.53520001633496,2.2306532267123002e-05
ENSG00000109320,chr4_102584628,-0.4854324341518746,8.26758787454328e-08,6.179709292539261,2.2306532267123002e-05
ENSG00000135090,chr12_118150952,-0.3143713866836428,8.465381433088124e-08,6.623374090445542,2.2446396734390045e-05
ENSG00000124104,chr20_45842010,0.4647479155203545,9.309436792159549e-08,-5.388583975469258,2.3867085805444422e-05
ENSG00000163412,chr3_71690182,-0.4660174604690208,9.311562184320601e-08,5.144968842014339,2.3867085805444422e-05
ENSG00000168615,chr8_39016217,-1.0592721515266763,1.00249693439481e-07,9.450916720811046,2.527442680993079e-05
ENSG00000211450,chr11_57738041,0.5721150839406924,1.1198895243438217e-07,-11.526567717427142,2.777867902400586e-05
ENSG00000164164,chr4_145155481,-0.5526229335431904,1.209380533476216e-07,5.670914665552795,2.9522322578302743e-05
ENSG00000111912,chr6_125928610,-0.436239505938538,1.2631570807232558e-07,6.027871139201829,2.995621343664709e-05
ENSG00000131127,chr4_343725,0.1839590240145317,1.2661121486325906e-07,-3.98928846556158,2.995621343664709e-05
ENSG00000075223,chr7_80827393,0.1622173590539583,1.6728676221584074e-07,-3.2472468060426123,3.898035024420325e-05
ENSG00000134444,chr18_62275514,-0.2776018908829527,1.7740913042980817e-07,3.4822595999793973,4.0336336628340154e-05
ENSG00000113615,chr5_134698067,-0.8279997221554393,1.7835170627005205e-07,8.022937662725566,4.0336336628340154e-05
ENSG00000003393,chr2_201729207,-0.4396917651530447,1.881126534495851e-07,5.267196020123975,4.1927311556538686e-05
ENSG00000083799,chr16_50786762,-0.6126861817268493,1.9361520237025244e-07,14.29309229208751,4.214787155516731e-05
ENSG00000125944,chr1_23337655,-0.4456983810971724,1.945834501864152e-07,5.321162107622423,4.214787155516731e-05
ENSG00000085365,chr5_78449909,-0.613568629104411,1.993787500177546e-07,11.267655167786694,4.258674717393122e-05
ENSG00000119689,chr14_74889368,-0.2201001620983182,2.144608199312184e-07,4.166913955132721,4.48999201053785e-05
ENSG00000166747,chr16_71738882,-0.5097599141820571,2.1604747303452818e-07,4.839879354568627,4.48999201053785e-05
ENSG00000100644,chr14_61738031,-0.292870950378197,2.281637771674569e-07,4.017041889940602,4.678574305411093e-05
ENSG00000154743,chr3_12529922,0.4091098108048638,2.3543172739593213e-07,-4.898606522570606,4.7178039215710284e-05
ENSG00000109466,chr4_165294511,-0.5003546300150659,2.362123037655044e-07,6.057440487024614,4.7178039215710284e-05
ENSG00000070961,chr12_89601277,-0.6800632727572045,2.415738618574058e-07,7.205227822533641,4.763031309621851e-05
ENSG00000101558,chr18_9954233,-0.3324934191050023,2.605564673304508e-07,5.449809864564492,5.072275836803801e-05
ENSG00000180185,chr16_1837877,-0.5359107452367708,2.7195283545109545e-07,5.110977525857637,5.1981065984124e-05
ENSG00000069956,chr15_51947421,-0.5402573066946651,2.7537236378709574e-07,5.6013876144347154,5.1981065984124e-05
ENSG00000166598,chr12_103946508,-0.5692050983803292,2.772442957343969e-07,6.624605022563092,5.1981065984124e-05
ENSG00000112280,chr6_70274186,0.4952538728130896,2.8054024817493284e-07,-5.616235054304354,5.1981065984124e-05
ENSG00000167721,chr17_2335448,-0.3241000929223175,3.058847538502723e-07,5.51768411182322,5.600240035075402e-05
ENSG00000112280,chr6_70300245,0.5049564575558614,3.143901413633672e-07,-7.4835019031565615,5.688242334149676e-05
ENSG00000162929,chr2_61081435,0.3450508724307761,3.308831783181583e-07,-4.821734957770241,5.857356505343225e-05
ENSG00000198252,chr14_52768828,-0.4177026235382038,3.328905502850579e-07,3.961429563589588,5.857356505343225e-05
ENSG00000134138,chr15_36950240,-0.5352314069633838,3.369341090128371e-07,6.810428213177187,5.857356505343225e-05
ENSG00000107201,chr9_32481503,-0.2648032764664697,3.4024507225493125e-07,3.964211549025101,5.857356505343225e-05
ENSG00000145703,chr5_76671690,-0.2185804583071649,3.435838424201512e-07,3.869406089148636,5.857356505343225e-05
ENSG00000134138,chr15_37099552,-0.4827344637773481,3.4981986876596294e-07,5.373766296810294,5.857356505343225e-05
ENSG00000181163,chr5_171410506,-0.4775704283926525,3.5039781422171577e-07,7.5911443482855825,5.857356505343225e-05
ENSG00000197852,chr1_111760456,-0.4517874662360978,3.65170957698615e-07,5.340934776329654,6.0386711381150534e-05
ENSG00000085998,chr1_46189803,-2.120106394229823,3.776303328516781e-07,10.643897936253568,6.178273286091444e-05
ENSG00000102890,chr16_67195891,-0.3708705542315774,3.915326328556008e-07,6.640522737791272,6.338295116511879e-05
ENSG00000059588,chr1_234465711,0.2225973190786319,3.986909103500325e-07,-3.782740428159502,6.386945323201197e-05
ENSG00000186660,chr11_58614191,-0.7092216068027798,4.119243641565132e-07,8.16032859347855,6.530912161198987e-05
ENSG00000085382,chr6_104785370,-0.3109403772524782,4.216195350103882e-07,3.784748767617263,6.616415131555878e-05
ENSG00000145907,chr5_151800891,-0.3379954540240992,4.307691712989423e-07,5.646319832727769,6.633114766222019e-05
ENSG00000058056,chr3_179763951,-0.1824754276901077,4.354578853300213e-07,3.154207800534996,6.633114766222019e-05
ENSG00000164754,chr8_116852714,-0.4855407729175141,4.356229867926549e-07,9.458356450515346,6.633114766222019e-05
ENSG00000115524,chr2_197402516,-0.484387550157507,4.489716362703624e-07,7.821542830911106,6.769347837452847e-05
ENSG00000197712,chr4_38941077,-0.2427641008272304,4.780534120774527e-07,3.2955483442248434,7.005795704656496e-05
ENSG00000048392,chr8_102218726,-0.3248065531618808,4.82064072702405e-07,4.924980064426956,7.005795704656496e-05
ENSG00000028528,chr15_64112760,-0.6422601213680146,4.847214871625661e-07,7.835056458839723,7.005795704656496e-05
ENSG00000156299,chr21_31130097,-0.3907631707153644,4.849487799664639e-07,5.439445133730574,7.005795704656496e-05
ENSG00000119541,chr18_63396988,-0.4415407445430808,4.874310035751643e-07,6.688562363098052,7.005795704656496e-05
ENSG00000141030,chr17_17249046,-0.5313975764119676,4.927199977378617e-07,8.508564846583466,7.016241523343125e-05
ENSG00000134265,chr18_10530668,-0.3080538085731854,5.07493683707538e-07,4.9515824709396,7.156286730838721e-05
ENSG00000134910,chr11_125618353,-0.5117184791327292,5.118613306406525e-07,6.216486933951061,7.156286730838721e-05
ENSG00000137807,chr15_69422300,-0.4506441002910289,5.262189704120202e-07,5.516306603553722,7.290740131501313e-05
ENSG00000174231,chr17_1681084,-0.5097635753964421,5.366716003716738e-07,5.780503931509072,7.369171912603546e-05
ENSG00000140259,chr15_43815185,-0.6523282507116992,5.540735243698021e-07,7.968491966447399,7.540793567507245e-05
ENSG00000079950,chr6_132463928,0.5005251901486364,5.83754502901218e-07,-5.03826388346842,7.8750530702788e-05
ENSG00000198431,chr12_104319081,-0.6095565294036969,6.177680586185433e-07,10.665037615704588,8.26143910738659e-05
ENSG00000104341,chr8_97805325,0.2031817143820874,6.67567856947619e-07,-3.6123248159229178,8.850453510342613e-05
ENSG00000077348,chr19_41389931,0.4900710976217768,7.011588562674538e-07,-8.229408117662048,9.216343632937754e-05
ENSG00000135655,chr12_62384319,-0.4102046904500314,7.304382328654306e-07,10.330089344659886,9.519838629862252e-05
ENSG00000163110,chr4_94586958,-0.2026393026832212,7.638481326426042e-07,3.5495981858522625,9.871613808328243e-05
ENSG00000090686,chr1_21757792,-0.5843245579480701,7.75498321299693e-07,5.557350614735173,9.93865723605665e-05
ENSG00000241962,chr2_99150465,-0.3393122789735125,8.165559542465037e-07,4.796315900625801,0.00010378358694509902
ENSG00000162645,chr1_89149268,-0.5564134480115674,8.372441307063575e-07,5.838766912375283,0.00010553449156514625
ENSG00000135679,chr12_68820302,-0.4971766131005601,8.489180683258902e-07,5.667671839927551,0.00010553449156514625
ENSG00000149639,chr20_36817488,0.4109761973999938,8.50918587299443e-07,-6.0010159775267695,0.00010553449156514625
ENSG00000005059,chr4_109664423,-0.3173671188509556,8.590936443399062e-07,5.053234194514832,0.00010569600925042733
ENSG00000177398,chr21_42129699,0.8376774891026038,9.749887154120127e-07,-8.874935359404283,0.00011842699795714445
ENSG00000130177,chr13_114246076,0.4521572171636023,9.77971827853394e-07,-5.458493562416686,0.00011842699795714445
ENSG00000060688,chr1_31293159,-0.6023126825067316,1.0936895837233418e-06,6.530559616114423,0.00013140509459438497
ENSG00000139517,chr13_27559820,0.2307457656254351,1.1932493520484591e-06,-3.2266047526146404,0.00014225567275312598
ENSG00000101333,chr20_9380187,0.4172269416335167,1.2525445785724302e-06,-7.665930547435746,0.00014704956523116337
ENSG00000270647,chr17_35820530,-0.4599482262881206,1.252584241191391e-06,5.6639393218761445,0.00014704956523116337
ENSG00000136104,chr13_50929412,1.292526443891065,1.3472197814882364e-06,-16.78335662155576,0.00015584154111742874
ENSG00000152223,chr18_45907921,-0.2228027345335547,1.3477420488079863e-06,3.677727780652746,0.00015584154111742874
ENSG00000198363,chr8_61638366,-0.2536173252557251,1.3916263611489194e-06,3.209852621997043,0.00015971508812021812
ENSG00000113448,chr5_58974631,-0.5049608346497599,1.4394504920221714e-06,5.517099271550343,0.00016398006753191836
ENSG00000198363,chr8_61583863,-0.2539567321897686,1.478454641370975e-06,3.563165788896501,0.00016676010781199776
ENSG00000100342,chr22_36266096,-0.4715935389961265,1.4855409825244614e-06,5.379328691289847,0.00016676010781199776
ENSG00000113615,chr5_134679587,-0.4648434767182964,1.4975332980736878e-06,4.816672655524789,0.00016688814921069018
ENSG00000198363,chr8_61644637,-0.5200418807814792,1.510459347142918e-06,5.542904484071315,0.00016711765683245276
ENSG00000166788,chr11_18090326,-0.2993071034604626,1.5936159801095434e-06,4.380935906472616,0.00017505871541503336
ENSG00000094804,chr17_40295488,-0.415303900583741,1.6218276410027877e-06,7.490381211092828,0.0001768942361062544
ENSG00000068784,chr2_45579825,-0.5272148975819637,1.6488529943484922e-06,11.491626183890476,0.0001785754239442638
ENSG00000090686,chr1_21690186,-0.2361637525066681,1.680442517930698e-06,3.3964549285710595,0.0001789868294990358
ENSG00000173212,chr1_116112563,0.4195036019728461,1.6833351079574228e-06,-5.182159429545984,0.0001789868294990358
ENSG00000146733,chr7_56017420,0.2258273239960072,1.6875668299213334e-06,-4.346831660190554,0.0001789868294990358
ENSG00000197635,chr2_162033687,-0.3021343358838654,1.700902472802825e-06,3.600687679948034,0.0001791656104742099
ENSG00000137674,chr11_102594772,0.2547252207474474,1.7216995101029311e-06,-4.390228479755863,0.0001801225630331495
ENSG00000121892,chr4_39849439,-0.1638290727046381,1.7468336698469531e-06,2.871465482142035,0.00018151726357146144
ENSG00000118855,chr3_158809154,-0.2901910682321477,1.844438409342389e-06,6.346241296811391,0.0001903732771629302
ENSG00000156273,chr21_29553533,-0.4261142415169453,1.8632766380224696e-06,5.892580325962163,0.00019103554277431707
ENSG00000112096,chr6_159736246,-0.6646830379119846,1.9142576375848123e-06,6.548332682573689,0.00019496270336699886
ENSG00000144029,chr2_95150273,-0.2210873303222923,1.977019673083422e-06,4.065859221970181,0.00020003016810756546
ENSG00000134690,chr1_37701674,-0.1514018593994903,2.0560567037260985e-06,2.353398333336409,0.00020666729442224622
ENSG00000162419,chr1_28690194,-0.163094693128644,2.114776661017623e-06,4.768784482909168,0.00021118928746616898
ENSG00000079215,chr5_36629700,-0.4155618747901868,2.1305851502177062e-06,4.972872147778915,0.00021125671204098748
ENSG00000121892,chr4_39922753,-0.2747052928305343,2.1429252278037614e-06,4.35133184569169,0.00021125671204098748
ENSG00000132463,chr4_70827778,-0.4417381391133888,2.320242223511607e-06,5.340145671637551,0.00022728028761391723
ENSG00000174749,chr4_112186667,-0.3357898103196373,2.344698402863185e-06,6.933721258239605,0.00022822225783311977
ENSG00000021355,chr6_2836253,-0.9652024832424202,2.406595711396124e-06,8.675690413320545,0.00023277380783371691
ENSG00000197912,chr16_89510472,0.4261268449725444,2.6348319784046568e-06,-5.75852642730702,0.0002532567562242826
ENSG00000163607,chr3_113000945,-0.3810920782678832,2.674702612557308e-06,5.4989782092345765,0.00025549224520819155
ENSG00000103351,chr16_3508263,-0.5196905024226416,2.9797716759772733e-06,6.301119199826517,0.00028287597904231166
ENSG00000115355,chr2_55332516,-0.3268205273221265,3.128859673971572e-06,4.543724863658426,0.0002952069504663117
ENSG00000198363,chr8_61689727,-0.4621690525407539,3.347396960686232e-06,9.445270112521165,0.00031390010889264364
ENSG00000108953,chr17_1362011,-0.2823988386755213,3.371645781936922e-06,3.5442266180200885,0.00031425782109338135
ENSG00000133226,chr1_24652402,-0.277067278947586,3.4602996058704533e-06,4.029595552135269,0.0003185313487406681
ENSG00000004897,chr17_47157395,-0.2334312439609338,3.4884106028715885e-06,2.9705521257720906,0.0003185313487406681
ENSG00000114770,chr3_183959848,0.7074203799171789,3.488761955686857e-06,-7.010858208510313,0.0003185313487406681
ENSG00000024048,chr6_42644199,-0.4363726133698604,3.5003444916556936e-06,5.748541684343371,0.0003185313487406681
ENSG00000113615,chr5_134679806,-0.5761524081191123,3.583548967842997e-06,6.348582127778926,0.0003223311851151221
ENSG00000197712,chr4_38935696,-0.4676106245290127,3.5840192895952845e-06,8.481824267370675,0.0003223311851151221
ENSG00000138759,chr4_78521646,-0.5414506763462288,3.707041117646389e-06,5.00390142430896,0.00033145689155978964
ENSG00000174799,chr4_56011560,-0.3034973060391232,3.8283213509240325e-06,3.9210111769797233,0.0003403222777795416
ENSG00000117560,chr1_172659642,-0.3476872625984952,4.157998511911612e-06,4.178606131514084,0.00036539393916153824
ENSG00000132423,chr6_99369824,-0.3837854751696155,4.175177989102569e-06,4.692612184719228,0.00036539393916153824
ENSG00000164329,chr5_79641018,-0.4301337588186237,4.183376125589297e-06,7.817636330084147,0.00036539393916153824
ENSG00000137845,chr15_58682151,-0.6009513211029546,4.217684750303878e-06,6.403105204063115,0.00036539393916153824
ENSG00000164253,chr5_77489582,-0.1820756303321185,4.235748723207892e-06,3.945073522873924,0.00036539393916153824
ENSG00000026950,chr6_26411001,-0.1864686608583472,4.262084325379081e-06,3.751375347415786,0.00036539393916153824
ENSG00000138768,chr4_75800519,-0.1451718452523955,4.276670072766557e-06,2.2335002598765863,0.00036539393916153824
ENSG00000153707,chr9_8341281,0.4344547331318463,4.408858047323041e-06,-7.837628228669276,0.00037460678403193945
ENSG00000125686,chr17_39423888,-0.4720626607124455,4.500066868700974e-06,5.291265014794229,0.0003777811241406881
ENSG00000151725,chr4_184731060,-0.4543293894519017,4.525797772446743e-06,4.301430393265184,0.0003777811241406881
ENSG00000143669,chr1_235775089,-0.5491618321996509,4.553837509485705e-06,5.788196614641218,0.0003777811241406881
ENSG00000040275,chr5_169593334,-0.3891639777919484,4.603026857320112e-06,4.289342354363408,0.0003777811241406881
ENSG00000102796,chr13_51789937,1.479983703260933,4.606000392370113e-06,-13.220336228405143,0.0003777811241406881
ENSG00000197442,chr6_136562355,-0.5249251999628752,4.615557372618799e-06,6.00460549266419,0.0003777811241406881
ENSG00000181381,chr4_168391650,-0.2359382583087433,4.618170969403041e-06,3.155376690505808,0.0003777811241406881
ENSG00000162929,chr2_61092594,0.5964252881877393,5.052120058273662e-06,-6.484006814950414,0.00041109288029730505
ENSG00000115159,chr2_156513507,-0.3364923741059354,5.109859777413584e-06,4.309085276795556,0.00041169782429647855
ENSG00000163939,chr3_52648314,1.0648122063315129,5.131963868476207e-06,-7.45993217186606,0.00041169782429647855
ENSG00000168615,chr8_39103750,-0.4959598131353203,5.139864897907789e-06,6.646676753459912,0.00041169782429647855
ENSG00000152240,chr18_46123211,-0.4833683352217039,5.178100648774553e-06,8.947514769197225,0.00041261145014250694
ENSG00000100731,chr14_71035930,-0.699576822320182,5.37444137215056e-06,7.313057489373909,0.00042604914362012096
ENSG00000138315,chr10_72893711,0.448681326117852,5.6603064208132e-06,-4.332895497725559,0.0004464094997214677
ENSG00000173273,chr8_9761650,-0.4443801102210479,5.850296654107035e-06,5.712149634898371,0.00045903934818118414
ENSG00000134539,chr12_10314544,-1.4502060949534854,6.312560318295436e-06,12.758488778579768,0.0004927962697211447
ENSG00000185880,chr15_44736722,-0.3765072884646419,6.435055817521811e-06,4.439143608621365,0.0004998218354427673
ENSG00000073756,chr1_186678192,-0.5198361631723242,6.512272144036594e-06,5.505506722841164,0.0005032775542871295
ENSG00000159259,chr21_36387821,-0.3432915914014763,6.664124779341955e-06,4.697475613309079,0.0005124378749074997
ENSG00000160746,chr3_43565733,0.2334852791438766,6.80136343081091e-06,-3.782160185289198,0.0005203888965295572
ENSG00000092199,chr14_21233888,-0.4607495043265213,6.845133396774198e-06,4.407648851006131,0.0005211450817276752
ENSG00000196074,chr20_59922427,0.2544684396802584,7.194905089937587e-06,-3.548713573374993,0.0005450760856066509
ENSG00000080546,chr6_108998765,0.4438977968864782,7.270198725172227e-06,-5.847889983715172,0.000548080324482469
ENSG00000065613,chr10_103992574,-0.2903660345538479,7.377698685254106e-06,4.105160187353184,0.0005534713564903556
ENSG00000131203,chr8_39917859,-0.4685233938251064,7.565727520286151e-06,5.255041091432384,0.0005648219589052462
ENSG00000111816,chr6_115943224,-0.4149310334346306,7.84567906213811e-06,4.946843305306298,0.0005828922623025216
ENSG00000104432,chr8_78717504,-0.2027495708976181,7.907003371672513e-06,2.737249938423142,0.0005846240617930365
ENSG00000142149,chr21_31940228,0.3288592308666405,7.963393636146683e-06,-4.224696657244786,0.0005859762235899514
ENSG00000139233,chr12_66128849,-0.2767392744737111,8.060980569657341e-06,4.726354520479853,0.0005903324770512393
ENSG00000101333,chr20_9473255,0.2671031233650827,8.303005386314597e-06,-4.790341317776962,0.0006041258471848196
ENSG00000129083,chr11_14479717,-0.4619453764094615,8.327893855464059e-06,10.728587234704085,0.0006041258471848196
ENSG00000090686,chr1_21706893,-0.3161850194849053,8.624047697821862e-06,3.5787352091825952,0.0006214579380553457
ENSG00000183520,chr1_38018994,-0.3022953974316131,8.647636305601403e-06,4.104181748458284,0.0006214579380553457
ENSG00000163110,chr4_94587131,-0.4592092953772961,8.764238951083629e-06,4.835675726815796,0.0006269080503661168
ENSG00000198796,chr18_58607489,-0.4216203757774696,8.999078866305664e-06,4.991078703732036,0.0006407260828005315
ENSG00000168078,chr8_27833025,-0.5559718241798322,9.409446809965572e-06,5.978095344105977,0.0006668566013385278
ENSG00000078328,chr16_7710845,0.3059047176444489,9.62012018625369e-06,-4.309119379218611,0.0006757196486190071
ENSG00000038274,chr5_163518382,-0.4767121969207322,9.622381367290627e-06,5.335971739482781,0.0006757196486190071
ENSG00000175387,chr18_47869475,-0.3520916521601562,9.73777766130518e-06,6.029971680336962,0.0006807149211509653
ENSG00000176261,chr1_32621967,-0.2102076827348133,9.825825568685358e-06,3.0689561853148137,0.0006810552503027855
ENSG00000114978,chr2_74167262,-2.0368168241590325,9.832396910340988e-06,19.937193049160488,0.0006810552503027855
ENSG00000170906,chr19_54099815,0.3115340933035033,9.906136518237271e-06,-3.365061147763851,0.0006810552503027855
ENSG00000157470,chr15_59514275,-0.4360887685512617,9.919785165994145e-06,5.069773155291871,0.0006810552503027855
ENSG00000109466,chr4_165310847,-0.3387297811140153,1.0049682861470186e-05,7.988520014222256,0.0006843542533595963
ENSG00000104133,chr15_44657009,-0.5719217195918805,1.0056834726527652e-05,6.665668453471919,0.0006843542533595963
ENSG00000163618,chr3_62445713,0.1489816893274283,1.021688081075383e-05,-3.080581323202253,0.0006921824228571945
ENSG00000119541,chr18_63411656,-0.2634518558847755,1.065406032533007e-05,3.79617857890074,0.0007186350602774173
ENSG00000134627,chr11_94616469,0.65474534060544,1.1187308712703792e-05,-10.237317474262692,0.0007513083873042428
ENSG00000128923,chr15_58802296,-0.3354532551455408,1.139381468076233e-05,4.126089149911386,0.0007618498955454082
ENSG00000138600,chr15_50732795,-0.4760160454081914,1.1590163726482136e-05,5.407849837878418,0.0007683922374360444
ENSG00000125952,chr14_65101587,-0.477785690853445,1.1591585869377873e-05,8.491699530291024,0.0007683922374360444
ENSG00000115919,chr2_142918568,-0.3258427565880399,1.2173255785726992e-05,6.684433964290672,0.0008034871275909675
ENSG00000135829,chr1_182843276,-0.4371690193063685,1.2425368899447592e-05,5.716487427641027,0.0008166228560025834
ENSG00000116030,chr2_202214303,-0.3671812996191178,1.2591854074174944e-05,4.489412749132557,0.000821192933417118
ENSG00000141576,chr17_76212542,0.3427744138436809,1.2601699218833465e-05,-3.844084467169436,0.000821192933417118
ENSG00000143106,chr1_109409885,-0.5594386707041151,1.2871261001497e-05,5.559081785737352,0.0008352199280254108
ENSG00000114127,chr3_142332675,-0.6047546836651807,1.3270319043490725e-05,6.404677295144108,0.0008574967923102683
ENSG00000173692,chr2_231075582,-0.4344013152708704,1.339259522587954e-05,4.46516043200362,0.0008617770794092111
ENSG00000152223,chr18_45865766,-0.2028748807412485,1.3647097304595323e-05,3.025531618422729,0.0008744946226973811
ENSG00000155592,chr16_25251719,-1.5620252830835224,1.3955422282521492e-05,7.667126559169877,0.0008905412418377512
ENSG00000136542,chr2_157295535,-0.553934572050648,1.4342657692699295e-05,6.376081939098797,0.0009114699696529854
ENSG00000167325,chr11_4118221,-0.352661157570117,1.440469535338933e-05,4.395922071595432,0.0009116453079826111
ENSG00000173145,chr10_94334530,-3.2884651278544936,1.4481717319039668e-05,32.57299885997001,0.0009127636502029141
